year,direction_ferme,total_value,total_relative,total_slope,total_reg,total_relative,total_peace_reg_memory,total_peace_reg_no_memory,total_avg_war_loss_memory,total_avg_war_loss_no_memory,imports_value,imports_relative,imports_slope,imports_reg,imports_relative,imports_peace_reg_memory,imports_peace_reg_no_memory,imports_avg_war_loss_memory,imports_avg_war_loss_no_memory,exports_value,exports_relative,exports_slope,exports_reg,exports_relative,exports_peace_reg_memory,exports_peace_reg_no_memory,exports_avg_war_loss_memory,exports_avg_war_loss_no_memory,total_no_colonial_product_value,total_no_colonial_product_relative,total_no_colonial_product_slope,total_no_colonial_product_reg,total_no_colonial_product_relative,total_no_colonial_product_peace_reg_memory,total_no_colonial_product_peace_reg_no_memory,total_no_colonial_product_avg_war_loss_memory,total_no_colonial_product_avg_war_loss_no_memory,total_no_colonial_trade_value,total_no_colonial_trade_relative,total_no_colonial_trade_slope,total_no_colonial_trade_reg,total_no_colonial_trade_relative,total_no_colonial_trade_peace_reg_memory,total_no_colonial_trade_peace_reg_no_memory,total_no_colonial_trade_avg_war_loss_memory,total_no_colonial_trade_avg_war_loss_no_memory,imports_no_colonial_product_value,imports_no_colonial_product_relative,imports_no_colonial_product_slope,imports_no_colonial_product_reg,imports_no_colonial_product_relative,imports_no_colonial_product_peace_reg_memory,imports_no_colonial_product_peace_reg_no_memory,imports_no_colonial_product_avg_war_loss_memory,imports_no_colonial_product_avg_war_loss_no_memory,exports_no_colonial_product_value,exports_no_colonial_product_relative,exports_no_colonial_product_slope,exports_no_colonial_product_reg,exports_no_colonial_product_relative,exports_no_colonial_product_peace_reg_memory,exports_no_colonial_product_peace_reg_no_memory,exports_no_colonial_product_avg_war_loss_memory,exports_no_colonial_product_avg_war_loss_no_memory,imports_no_colonial_trade_value,imports_no_colonial_trade_relative,imports_no_colonial_trade_slope,imports_no_colonial_trade_reg,imports_no_colonial_trade_relative,imports_no_colonial_trade_peace_reg_memory,imports_no_colonial_trade_peace_reg_no_memory,imports_no_colonial_trade_avg_war_loss_memory,imports_no_colonial_trade_avg_war_loss_no_memory,exports_no_colonial_trade_value,exports_no_colonial_trade_relative,exports_no_colonial_trade_slope,exports_no_colonial_trade_reg,exports_no_colonial_trade_relative,exports_no_colonial_trade_peace_reg_memory,exports_no_colonial_trade_peace_reg_no_memory,exports_no_colonial_trade_avg_war_loss_memory,exports_no_colonial_trade_avg_war_loss_no_memory
1751,Bayonne,20085182.79129176,0.04273712718332816,0.1,17816656.902903322,0.04273712718332816,,,22.6%,40.3%,8806950.52970627,0.041543802847326776,0.3,6285221.625540468,0.041543802847326776,,,13.4%,23.8%,11278232.26158549,0.043717732861288286,-0.4,12226509.503517043,0.043717732861288286,,,29.2%,49.7%,16501515.797100969,,0.3,15326359.62669531,,,,31.5%,49.0%,15033397.05698154,,0.5,10067242.971124763,,,,29.0%,37.4%,7516698.52849077,,0.4,5199326.3882153975,,,,28.9%,36.9%,8984817.2686102,,0.2,10232777.089781437,,,,31.3%,52.7%,7516698.52849077,,0.5,5039087.967216063,,,,30.1%,37.3%,7516698.52849077,,0.5,5033621.485562372,,,,29.0%,37.4%
1751,La Rochelle,20647303.85387987,0.04393320488866383,-0.7,15673750.804663036,0.04393320488866383,,,47.4%,42.5%,8930031.69923278,0.042124396529984634,-0.5,6738826.2475869125,0.042124396529984634,,,149.9%,144.1%,11717272.154647088,0.04541958012911687,-0.8,8776502.271053104,0.04541958012911687,,,-0.4%,-1.6%,15569207.777239926,,-1.3,12605741.441664513,,,,44.1%,34.1%,4521448.84193656,,1.8,3362689.115388239,,,,8.1%,-17.7%,6264287.17146678,,-1.0,4643521.15320319,,,,99.7%,86.6%,9304920.605773147,,-1.4,7672212.211312532,,,,7.4%,2.2%,2260724.42096828,,1.8,1664191.5696673738,,,,9.3%,-17.2%,2260724.42096828,,1.8,1681344.557694134,,,,8.1%,-17.7%
1743,Marseille,128194438.1097461,0.3108166333259244,1.1,102210718.92636839,0.3108166333259244,,,-39.5%,-30.6%,64238856.88113316,0.33771264574799864,1.8,47834494.547690324,0.33771264574799864,,,-40.0%,-29.8%,63955581.22861293,0.2877946544812921,0.3,53627221.15686656,0.2877946544812921,,,-41.6%,-33.6%,111400675.9314012,,0.9,90656323.30001871,,,,-38.2%,-27.0%,102514428.95262972,,1.5,83665380.5525663,,,,-35.9%,-21.0%,56034306.56834829,,1.6,42536499.42578717,,,,-38.0%,-24.8%,55366369.36305291,,0.1,47195436.885779046,,,,-40.0%,-29.9%,51257214.47631486,,1.5,41184435.74716796,,,,-35.4%,-19.2%,51257214.47631486,,1.5,41832690.27628307,,,,-35.9%,-21.0%
1743,Rouen,,0.0,2.5,33541312.724449933,0.0,,,30.0%,25.3%,,0.0,3.3,16535494.008618515,0.0,,,53.9%,47.8%,,0.0,1.3,18014654.13809418,0.0,,,6.6%,3.6%,,,2.0,26351890.117509488,,,,97.5%,93.3%,,,3.1,19487943.225297954,,,,157.2%,145.3%,,,3.0,12658495.794249658,,,,126.8%,119.7%,,,0.1,15233590.657033354,,,,71.2%,70.8%,,,3.1,9743971.612648958,,,,157.2%,145.3%,,,3.1,9743971.612648958,,,,157.2%,145.3%
1743,Bordeaux,61082613.59060554,0.14809918894240218,3.7,37809179.28826319,0.14809918894240218,,,-49.2%,-57.2%,22053274.816009473,0.11593714687830373,4.2,13073563.689174838,0.11593714687830373,,,-38.5%,-53.8%,39029338.774596065,0.1756286918434402,3.2,25215543.19574546,0.1756286918434402,,,-56.9%,-60.6%,39163301.75272882,,2.2,26415395.10737786,,,,-53.2%,-55.5%,16038198.73938185,,3.0,9578332.159206722,,,,-46.2%,-38.5%,11291055.367959525,,2.9,7290378.203794275,,,,-47.7%,-40.4%,27872246.384769294,,1.9,19017738.574113443,,,,-53.5%,-55.1%,8019099.369690925,,3.0,4864428.455286106,,,,-47.0%,-41.8%,8019099.369690925,,3.0,4789166.079603421,,,,-46.2%,-38.5%
1743,Nantes,40443761.38795565,0.09805880769085956,1.2,25655305.394571744,0.09805880769085956,,,-41.9%,-38.6%,22062462.899250045,0.11598544991561131,1.1,11275241.342898563,0.11598544991561131,,,-48.6%,-46.3%,18381298.4887056,0.08271427365447548,0.6,14181470.15236693,0.08271427365447548,,,-24.4%,13.7%,24729044.711199738,,0.6,17196259.869071096,,,,-23.1%,6.9%,18598105.724679545,,-0.2,9739344.333399437,,,,-30.2%,53.9%,12284609.430581493,,0.0,6820102.463149293,,,,-34.6%,31.5%,12444435.280618243,,0.6,9465844.79909767,,,,-6.7%,42.0%,9299052.862339772,,-0.1,4854174.231452817,,,,-31.5%,56.8%,9299052.862339772,,-0.2,4869672.166699719,,,,-30.2%,53.9%
1743,Bayonne,,0.0,0.1,17678618.18227893,0.0,,,22.6%,40.3%,,0.0,0.3,6149704.174424115,0.0,,,13.4%,23.8%,,0.0,-0.4,12626145.536004044,0.0,,,29.2%,49.7%,,,0.3,14929847.633779537,,,,31.5%,49.0%,,,0.5,9666475.340512294,,,,29.0%,37.4%,,,0.4,5038486.007359001,,,,28.9%,36.9%,,,0.2,10109338.746473828,,,,31.3%,52.7%,,,0.5,4854349.463309155,,,,30.1%,37.3%,,,0.5,4833237.670256164,,,,29.0%,37.4%
1743,La Rochelle,,0.0,-0.7,16621388.006162459,0.0,,,47.4%,42.5%,,0.0,-0.5,7031008.510858903,0.0,,,149.9%,144.1%,,0.0,-0.8,9376348.619935522,0.0,,,-0.4%,-1.6%,,,-1.3,13956306.94917137,,,,44.1%,34.1%,,,1.8,2901618.5978671545,,,,8.1%,-17.7%,,,-1.0,5015220.214614639,,,,99.7%,86.6%,,,-1.4,8553946.688734096,,,,7.4%,2.2%,,,1.8,1438130.4444001282,,,,9.3%,-17.2%,,,1.8,1450809.29893359,,,,8.1%,-17.7%
1772,Marseille,175456907.62145907,0.28304270042249224,1.1,141913380.23289442,0.28304270042249224,,,-39.5%,-30.6%,92094448.76964857,0.30672601970733404,1.8,80611138.70040196,0.30672601970733404,,,-40.0%,-29.8%,83362458.85181049,0.26079646220452896,0.3,58109455.99440894,0.26079646220452896,,,-41.6%,-33.6%,143339379.7307425,,0.9,117489905.78551431,,,,-38.2%,-27.0%,135495932.28156552,,1.5,128202289.81289227,,,,-35.9%,-21.0%,73461647.39080802,,1.6,67632889.21383418,,,,-38.0%,-24.8%,69877732.33993451,,0.1,48151777.75284716,,,,-40.0%,-29.9%,67747966.14078276,,1.5,64351978.11066319,,,,-35.4%,-19.2%,67747966.14078276,,1.5,64101144.90644602,,,,-35.9%,-21.0%
1772,Rouen,50188548.49157874,0.08096291270554833,2.5,70093459.52743222,0.08096291270554833,,,30.0%,25.3%,30417758.14715292,0.10130814625138833,3.3,43336837.42591203,0.10130814625138833,,,53.9%,47.8%,19770790.34442582,0.061852208390104746,1.3,25973949.715143073,0.061852208390104746,,,6.6%,3.6%,27239233.79541032,,2.0,46933676.43120171,,,,97.5%,93.3%,24581475.43329114,,3.1,48097053.10508198,,,,157.2%,145.3%,16497983.81664557,,3.0,30472087.375756104,,,,126.8%,119.7%,10741249.978764748,,0.1,15721551.702164758,,,,71.2%,70.8%,12290737.71664557,,3.1,24048526.552540947,,,,157.2%,145.3%,12290737.71664557,,3.1,24048526.552540947,,,,157.2%,145.3%
1772,Bordeaux,151582962.59931034,0.24452984868920066,3.7,110765502.52870804,0.24452984868920066,,,-49.2%,-57.2%,71456679.29986116,0.23799070536782693,4.2,43634164.537663646,0.23799070536782693,,,-38.5%,-53.8%,80126283.29944916,0.2506722030745418,3.2,63211253.15817211,0.2506722030745418,,,-56.9%,-60.6%,67076361.160788044,,2.2,50539480.37353685,,,,-53.2%,-55.5%,22994287.54647125,,3.0,22695335.9620079,,,,-46.2%,-38.5%,30532458.267706465,,2.9,17023792.901549987,,,,-47.7%,-40.4%,36543902.893081576,,1.9,32892203.982923403,,,,-53.5%,-55.1%,11497143.773235625,,3.0,11762765.679746164,,,,-47.0%,-41.8%,11497143.773235625,,3.0,11347667.981004009,,,,-46.2%,-38.5%
1772,Nantes,56438762.86667327,0.09104560240371026,1.2,36124027.04837587,0.09104560240371026,,,-41.9%,-38.6%,26390577.553678364,0.08789538260948067,1.1,15399508.889514739,0.08789538260948067,,,-48.6%,-46.3%,30048185.312994905,0.09400466988654527,0.6,16902471.97220096,0.09400466988654527,,,-24.4%,13.7%,26277473.019711312,,0.6,20192997.79637373,,,,-23.1%,6.9%,10624760.982380114,,-0.2,9193475.63826713,,,,-30.2%,53.9%,9126672.648473248,,0.0,6865233.995388926,,,,-34.6%,31.5%,17150800.371238064,,0.6,11307583.340445416,,,,-6.7%,42.0%,5312380.491190057,,-0.1,4650007.522856213,,,,-31.5%,56.8%,5312380.491190057,,-0.2,4596737.819133556,,,,-30.2%,53.9%
1772,Bayonne,14351581.186162993,0.023151612263838828,0.1,18184158.411918815,0.023151612263838828,,,22.6%,40.3%,6318478.42858995,0.021044066878076192,0.3,6655333.460870896,0.021044066878076192,,,13.4%,23.8%,8033102.757573042,0.02513127381984601,-0.4,11236620.13032034,0.02513127381984601,,,29.2%,49.7%,12683450.411331143,,0.3,16418030.465361984,,,,31.5%,49.0%,10577045.4742607,,0.5,11200098.914039489,,,,29.0%,37.4%,5294044.7371346,,0.4,5646385.427139147,,,,28.9%,36.9%,7389405.674196542,,0.2,10564021.343281856,,,,31.3%,52.7%,5288522.73713035,,0.5,5558169.768326938,,,,30.1%,37.3%,5288522.73713035,,0.5,5600049.457019754,,,,29.0%,37.4%
1772,La Rochelle,16166496.638374778,0.026079388534356575,-0.7,13435389.731964111,0.026079388534356575,,,47.4%,42.5%,6812748.5150308255,0.022690262694434388,-0.5,6028325.249002505,0.022690262694434388,,,149.9%,144.1%,9353748.123343952,0.02926286547349574,-0.8,7378222.415863986,0.02926286547349574,,,-0.4%,-1.6%,12455924.571555257,,-1.3,9650233.823888846,,,,44.1%,34.1%,5483374.96098724,,1.8,4952317.692192521,,,,8.1%,-17.7%,4407392.690569206,,-1.0,3793679.679381241,,,,99.7%,86.6%,8048531.880986052,,-1.4,5766337.185786854,,,,7.4%,2.2%,2741687.48049362,,1.8,2441414.6211635494,,,,9.3%,-17.2%,2741687.48049362,,1.8,2476158.846096282,,,,8.1%,-17.7%
1766,Marseille,149053946.65444914,0.2943413152268615,1.1,132597403.58791955,0.2943413152268615,,,-39.5%,-30.6%,80910757.86589214,0.3814922040994452,1.8,72360432.25547408,0.3814922040994452,,,-40.0%,-29.8%,68143188.788557,0.23153689909462127,0.3,57152348.64407568,0.23153689909462127,,,-41.6%,-33.6%,124848376.03151318,,0.9,111353403.60142358,,,,-38.2%,-27.0%,123989810.99375688,,1.5,117367406.5317777,,,,-35.9%,-21.0%,66919275.50400647,,1.6,61445454.70300877,,,,-38.0%,-24.8%,57929100.52750672,,0.1,47952337.01131125,,,,-40.0%,-29.9%,61994905.49687844,,1.5,58675850.692245625,,,,-35.4%,-19.2%,61994905.49687844,,1.5,58683703.26588874,,,,-35.9%,-21.0%
1766,Rouen,50794330.35516087,0.10030509314500914,2.5,60179758.283129,0.10030509314500914,,,30.0%,25.3%,25353315.66517669,0.11954025063476148,3.3,35504501.00917056,0.11954025063476148,,,53.9%,47.8%,25441014.68998418,0.08644346934537378,1.3,24080174.887447976,0.08644346934537378,,,6.6%,3.6%,32461012.99469983,,2.0,41650597.51680049,,,,97.5%,93.3%,19910871.33709822,,3.1,39897170.48659934,,,,157.2%,145.3%,15854264.76855574,,3.0,25407797.016091533,,,,126.8%,119.7%,16606748.22614409,,0.1,15619328.09085793,,,,71.2%,70.8%,9955435.66854911,,3.1,19948585.243299775,,,,157.2%,145.3%,9955435.66854911,,3.1,19948585.243299775,,,,157.2%,145.3%
1766,Bordeaux,73181925.17871958,0.1445145505464221,3.7,88679596.28615703,0.1445145505464221,,,-49.2%,-57.2%,25701500.30787569,0.12118193253566496,4.2,34004018.89376862,0.12118193253566496,,,-38.5%,-53.8%,47480424.870843895,0.16132896827593748,3.2,52265678.45001176,0.16132896827593748,,,-56.9%,-60.6%,47958470.4837138,,2.2,44190892.561137795,,,,-53.2%,-55.5%,16176883.279145375,,3.0,18985563.907282736,,,,-46.2%,-38.5%,13881372.391643638,,2.9,14284170.664579703,,,,-47.7%,-40.4%,34077098.09207016,,1.9,29367381.817066137,,,,-53.5%,-55.1%,8088441.639572687,,3.0,9798717.73383606,,,,-47.0%,-41.8%,8088441.639572687,,3.0,9492781.953641485,,,,-46.2%,-38.5%
1766,Nantes,100683009.86086693,0.19882177029602358,1.2,33654830.40411241,0.19882177029602358,,,-41.9%,-38.6%,17623090.13215264,0.08309243016486684,1.1,14437666.435387146,0.08309243016486684,,,-48.6%,-46.3%,83059919.72871429,0.2822209614039095,0.6,16299666.312048426,0.2822209614039095,,,-24.4%,13.7%,83084941.07071419,,0.6,19532880.264774106,,,,-23.1%,6.9%,9033962.493100539,,-0.2,9303845.424068866,,,,-30.2%,53.9%,8006979.924876009,,0.0,6855871.998814855,,,,-34.6%,31.5%,75077961.14583819,,0.6,10899215.212823391,,,,-6.7%,42.0%,4516981.246550269,,-0.1,4691532.162007936,,,,-31.5%,56.8%,4516981.246550269,,-0.2,4651922.712034433,,,,-30.2%,53.9%
1766,Bayonne,17116868.576660886,0.03380119562415703,0.1,18078391.229090884,0.03380119562415703,,,22.6%,40.3%,6562373.21406698,0.030941425931358357,0.3,6547417.608014215,0.030941425931358357,,,13.4%,23.8%,10554495.362593908,0.03586206004163286,-0.4,11510970.079612572,0.03586206004163286,,,29.2%,49.7%,14749631.745971393,,0.3,16098422.825912433,,,,31.5%,49.0%,10278198.89182112,,0.5,10864007.479667613,,,,29.0%,37.4%,5217394.44620206,,0.4,5514869.649880446,,,,28.9%,36.9%,9532237.299769333,,0.2,10468300.881836338,,,,31.3%,52.7%,5139099.44591056,,0.5,5404632.035934266,,,,30.1%,37.3%,5139099.44591056,,0.5,5432003.739833806,,,,29.0%,37.4%
1766,La Rochelle,12916548.066509642,0.02550669627622329,-0.7,14040126.844554398,0.02550669627622329,,,47.4%,42.5%,4934124.974354845,0.02326427611626961,-0.5,6223313.793191868,0.02326427611626961,,,149.9%,144.1%,7982423.092154798,0.027122673929359544,-0.8,7753288.609029472,0.027122673929359544,,,-0.4%,-1.6%,8919377.001444036,,-1.3,10415723.071386525,,,,44.1%,34.1%,3128933.91350372,,1.8,4433775.538577808,,,,8.1%,-17.7%,3064539.332140796,,-1.0,4019227.5310853706,,,,99.7%,86.6%,5854837.66930324,,-1.4,6256543.71617577,,,,7.4%,2.2%,1564466.95675186,,1.8,2188203.7754369495,,,,9.3%,-17.2%,1564466.95675186,,1.8,2216887.7692889236,,,,8.1%,-17.7%
1767,Marseille,155819227.45312315,0.29682941739939794,1.1,134106473.0574304,0.29682941739939794,,,-39.5%,-30.6%,86346788.65913218,0.36289367536069467,1.8,73674433.15216614,0.36289367536069467,,,-40.0%,-29.8%,69472438.79399095,0.24205941222801416,0.3,57310764.71786772,0.24205941222801416,,,-41.6%,-33.6%,128966281.1818285,,0.9,112353431.02572499,,,,-38.2%,-27.0%,135628413.29271185,,1.5,119107439.10255398,,,,-35.9%,-21.0%,73431204.5040921,,1.6,62435911.844055034,,,,-38.0%,-24.8%,55535076.677736394,,0.1,47985519.676505774,,,,-40.0%,-29.9%,67814206.64635593,,1.5,59585850.94170867,,,,-35.4%,-19.2%,67814206.64635593,,1.5,59553719.551277086,,,,-35.9%,-21.0%
1767,Rouen,72615731.36479174,0.13833007381278925,2.5,61728863.58548295,0.13833007381278925,,,30.0%,25.3%,46901043.47086377,0.19711320256023662,3.3,36703914.13529228,0.19711320256023662,,,53.9%,47.8%,25714687.893927973,0.08959642622722243,1.3,24385932.267161176,0.08959642622722243,,,6.6%,3.6%,54385603.323712915,,2.0,42487886.27316337,,,,97.5%,93.3%,62104164.381091826,,3.1,41159632.81825231,,,,157.2%,145.3%,37322380.09828246,,3.0,26189238.86745259,,,,126.8%,119.7%,17063223.225430463,,0.1,15636319.084541326,,,,71.2%,70.8%,31052082.190545913,,3.1,20579816.409126263,,,,157.2%,145.3%,31052082.190545913,,3.1,20579816.409126263,,,,157.2%,145.3%
1767,Bordeaux,83484634.5525411,0.15903490115484933,3.7,92028111.45646977,0.15903490115484933,,,-49.2%,-57.2%,28239948.840039246,0.11868534992095472,4.2,35447013.56903809,0.11868534992095472,,,-38.5%,-53.8%,55244685.71250185,0.1924863497586935,3.2,53948523.14519771,0.1924863497586935,,,-56.9%,-60.6%,41453650.062985405,,2.2,45190703.95930138,,,,-53.2%,-55.5%,6769393.80424439,,3.0,19558806.653492995,,,,-46.2%,-38.5%,7100075.402736495,,2.9,14708055.045870038,,,,-47.7%,-40.4%,34353574.66024891,,1.9,29927459.647699237,,,,-53.5%,-55.1%,3384696.902122195,,3.0,10101656.900729176,,,,-47.0%,-41.8%,3384696.902122195,,3.0,9779403.326746617,,,,-46.2%,-38.5%
1767,Nantes,34526296.02267091,0.06577121771734945,1.2,34054318.88412942,0.06577121771734945,,,-41.9%,-38.6%,15138961.52786769,0.06362521959768364,1.1,14593696.66102005,0.06362521959768364,,,-48.6%,-46.3%,19387334.494803216,0.0675503390113589,0.6,16398619.86836373,0.0675503390113589,,,-24.4%,13.7%,17197466.436339043,,0.6,19641381.879926153,,,,-23.1%,6.9%,5215632.42922733,,-0.2,9285358.871682039,,,,-30.2%,53.9%,5241694.204087175,,0.0,6857431.444524254,,,,-34.6%,31.5%,11955772.232251868,,0.6,10966237.727030123,,,,-6.7%,42.0%,2607816.214613665,,-0.1,4684585.726725589,,,,-31.5%,56.8%,2607816.214613665,,-0.2,4642679.435841011,,,,-30.2%,53.9%
1767,Bayonne,17957913.89098784,0.03420911016629249,0.1,18095976.2744873,0.03420911016629249,,,22.6%,40.3%,6924296.99002671,0.029101065864990124,0.3,6565281.293105168,0.029101065864990124,,,13.4%,23.8%,11033616.90096113,0.038443890385301195,-0.4,11464784.277454263,0.038443890385301195,,,29.2%,49.7%,15797545.24523985,,0.3,16151255.393302448,,,,31.5%,49.0%,11510302.46559682,,0.5,10919314.035267485,,,,29.0%,37.4%,5768971.23279611,,0.4,5536574.26748987,,,,28.9%,36.9%,10028574.01244374,,0.2,10484193.84810828,,,,31.3%,52.7%,5755151.23279841,,0.5,5429923.911405846,,,,30.1%,37.3%,5755151.23279841,,0.5,5459657.017633752,,,,29.0%,37.4%
1767,La Rochelle,12283463.360102393,0.023399508086528922,-0.7,13937479.373390993,0.023399508086528922,,,47.4%,42.5%,6113870.114851837,0.025695047043557233,-0.5,6190383.132422773,0.025695047043557233,,,149.9%,144.1%,6169593.245250557,0.021496411246764078,-0.8,7689479.011792183,0.021496411246764078,,,-0.4%,-1.6%,8123421.203556098,,-1.3,10284049.535425298,,,,44.1%,34.1%,4133765.64792124,,1.8,4516265.883989482,,,,8.1%,-17.7%,3621021.481952577,,-1.0,3980725.8606826053,,,,99.7%,86.6%,4502399.721603521,,-1.4,6172040.140642409,,,,7.4%,2.2%,2066882.82396062,,1.8,2228503.8704464235,,,,9.3%,-17.2%,2066882.82396062,,1.8,2258132.941994761,,,,8.1%,-17.7%
1740,Marseille,109641515.25605263,0.2852301336134671,1.1,98798939.01304728,0.2852301336134671,,,-39.5%,-30.6%,49485692.835991934,0.28184187901519064,1.8,45320452.513854876,0.28184187901519064,,,-40.0%,-29.8%,60155822.420060694,0.28807907961719126,0.3,53183746.733170785,0.28807907961719126,,,-41.6%,-33.6%,92192853.92166692,,0.9,88257083.50985904,,,,-38.2%,-27.0%,83528473.5813083,,1.5,80051901.7628709,,,,-35.9%,-21.0%,42770046.74520859,,1.6,40544099.34903353,,,,-38.0%,-24.8%,49422807.17645832,,0.1,47097595.64025782,,,,-40.0%,-29.9%,41764236.79065415,,1.5,39326189.449571975,,,,-35.4%,-19.2%,41764236.79065415,,1.5,40025950.88143537,,,,-35.9%,-21.0%
1740,Rouen,,0.0,2.5,31078963.58284068,0.0,,,30.0%,25.3%,,0.0,3.3,14966845.430650601,0.0,,,53.9%,47.8%,,0.0,1.3,17345497.041538548,0.0,,,6.6%,3.6%,,,2.0,24824476.65349712,,,,97.5%,93.3%,,,3.1,17749160.63656241,,,,157.2%,145.3%,,,3.0,11558846.722448621,,,,126.8%,119.7%,,,0.1,15183984.477056904,,,,71.2%,70.8%,,,3.1,8874580.31828119,,,,157.2%,145.3%,,,3.1,8874580.31828119,,,,157.2%,145.3%
1740,Bordeaux,34215493.87234498,0.08901089943958042,3.7,33830377.422714256,0.08901089943958042,,,-49.2%,-57.2%,15215823.9939525,0.08666053114448698,4.2,11541062.126220552,0.08666053114448698,,,-38.5%,-53.8%,18999669.878392477,0.09098715953673857,3.2,22928699.587623805,0.09098715953673857,,,-56.9%,-60.6%,21168690.995450623,,2.2,24700634.62404239,,,,-53.2%,-55.5%,6814368.9902775,,3.0,8760589.604626507,,,,-46.2%,-38.5%,7509973.244911,,2.9,6678046.06346214,,,,-47.7%,-40.4%,13658717.750539625,,1.9,17969872.69855383,,,,-53.5%,-55.1%,3407184.49513875,,3.0,4439782.766523802,,,,-47.0%,-41.8%,3407184.49513875,,3.0,4380294.802313307,,,,-46.2%,-38.5%
1740,Nantes,40152182.6768143,0.10445507254286013,1.2,24762974.620542657,0.10445507254286013,,,-41.9%,-38.6%,15781864.30019887,0.0898843692756322,1.1,10917442.494525611,0.0898843692756322,,,-48.6%,-46.3%,24370318.376615435,0.1167065564973821,0.6,13926292.08946349,0.1167065564973821,,,-24.4%,13.7%,22862459.878206708,,0.6,16912847.951628882,,,,-23.1%,6.9%,5650909.66102456,,-0.2,9797631.45016531,,,,-30.2%,53.9%,6368852.277259385,,0.0,6815450.650953862,,,,-34.6%,31.5%,16493607.600947324,,0.6,9293345.749823222,,,,-6.7%,42.0%,2825454.83051228,,-0.1,4875799.984690576,,,,-31.5%,56.8%,2825454.83051228,,-0.2,4898815.725082647,,,,-30.2%,53.9%
1740,Bayonne,,0.0,0.1,17627129.835701764,0.0,,,22.6%,40.3%,,0.0,0.3,6099641.854212341,0.0,,,13.4%,23.8%,,0.0,-0.4,12779354.09459814,0.0,,,29.2%,49.7%,,,0.3,14783814.750174012,,,,31.5%,49.0%,,,0.5,9520335.344774825,,,,29.0%,37.4%,,,0.4,4979462.002185,,,,28.9%,36.9%,,,0.2,10063434.230648415,,,,31.3%,52.7%,,,0.5,4786832.1540504815,,,,30.1%,37.3%,,,0.5,4760167.672387413,,,,29.0%,37.4%
1740,La Rochelle,19592794.14011744,0.05097024860880285,-0.7,16991341.51241254,0.05097024860880285,,,47.4%,42.5%,9775962.24040329,0.05567822554588645,-0.5,7143813.949869205,0.05567822554588645,,,149.9%,144.1%,9816831.89971415,0.04701164051384076,-0.8,9611714.231449287,0.04701164051384076,,,-0.4%,-1.6%,16689691.98688759,,-1.3,14499275.657502744,,,,44.1%,34.1%,5596733.62152273,,1.8,2745509.363524339,,,,8.1%,-17.7%,7754903.31077304,,-1.0,5162154.213606408,,,,99.7%,86.6%,8934788.67611455,,-1.4,8910124.325635679,,,,7.4%,2.2%,2798366.810761365,,1.8,1361511.7417657312,,,,9.3%,-17.2%,2798366.810761365,,1.8,1372754.6817621817,,,,8.1%,-17.7%
1776,Marseille,168894978.15374833,0.24089376611317112,1.1,148484878.3865498,0.24089376611317112,171884529.249406,164065633.58895093,-39.5%,-30.6%,104908999.16201353,0.28282848644098924,1.8,86627874.41793717,0.28282848644098924,97303894.2145127,91778169.22289327,-40.0%,-29.8%,63985978.99173479,0.19378526575672944,0.3,58756415.69013549,0.19378526575672944,76505480.22183841,73744599.52568355,-41.6%,-33.6%,136550528.42887786,,0.9,121767651.07974079,,139611255.82994252,131263070.53147468,-38.2%,-27.0%,161132795.97578162,,1.5,135975698.42749324,,144304982.55404368,135328002.90408444,-35.9%,-21.0%,86733626.53943221,,1.6,72100242.57384183,,79633465.01356189,74258761.65062998,-38.0%,-24.8%,49816901.88944565,,0.1,48285198.869557746,,61832162.201634586,58600366.11717354,-40.0%,-29.9%,80566397.98789081,,1.5,68437936.33952372,,74235371.49146512,69582002.3928786,-35.4%,-19.2%,80566397.98789081,,1.5,67987849.21374673,,72152491.27702196,67664001.4520421,-35.9%,-21.0%
1776,Rouen,87589893.64933133,0.12492887346497626,2.5,77594129.7159278,0.12492887346497626,67257937.14660557,72459875.08523373,30.0%,25.3%,58601908.63290788,0.15798729616705615,3.3,49496339.566975296,0.15798729616705615,42299653.23643566,46362708.95879355,53.9%,47.8%,28987985.01642345,0.08779180171464325,1.3,27318503.25209025,0.08779180171464325,24431245.063275445,25733508.25984057,6.6%,3.6%,66420096.280925736,,2.0,50822980.91395222,,41727370.67198683,44075940.0191868,97.5%,93.3%,77290482.766592,,3.1,54479868.30566885,,43059776.53796007,49671676.087863736,157.2%,145.3%,44884108.04349475,,3.0,34397404.01786174,,28321066.1965215,31101742.154575206,126.8%,119.7%,21535988.23743098,,0.1,15790072.18530253,,13192277.489003709,13243322.348960845,71.2%,70.8%,38645241.383296,,3.1,27239934.152834374,,21529888.268979993,24835838.043931995,157.2%,145.3%,38645241.383296,,3.1,27239934.152834374,,21529888.268979993,24835838.043931995,157.2%,145.3%
